uid,profession,pid,item_description,price,category,site_name
338,CE,912,"1/4""-20 x 3"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Undercut Flat Head with #3 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
338,CE,823,"3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 12""",15.78,"Alloy|Flat|Cold Finished|3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
338,CE,938,"1/4""-20 x 2-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
338,CE,477,7X1/4X7/8 NZ PLUS T27 17880,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
338,CE,998,"#25 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
338,CE,466,7X1/4X5/8-11 T27 MET DEP CTR GR WHEEL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
338,CE,853,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 72""",39.59,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
338,CE,809,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 24""",19.11,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
338,CE,942,"1/4""-20 x 3-1/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
338,CE,802,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 36""",23.15,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
338,CE,942,"1/4""-20 x 3-1/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
338,CE,524,DC CUTOFF WHEEL 5X1/4X7/8 NRTN MTL,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
338,CE,1033,"#10 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
339,ME,138,"Productivity1000 analog combo module, Input: 4-channel, voltage, 0-10 VDC, Output: 2-channel, voltage, 0-10 VDC. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",108.0,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
339,ME,563,DC CUTOFF WHEEL 5X1/4X7/8 MINI DISC,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
339,ME,35,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 14ft cable length, gray. For use with 10/100/1000 Mbps networks.",11.0,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
339,ME,563,DC CUTOFF WHEEL 5X1/4X7/8 MINI DISC,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
339,ME,455,DC CUTOFF WHEEL 4X1/4X5/8 MINI DISC,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
339,ME,124,"Productivity1000 discrete output module, 8-point, 3.3-24 VDC, sinking, 1 common(s), 8 point(s) per common, 1A/point. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",35.5,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
339,ME,507,"DEP CTR WHL, 24 7X1/4X5/8 11",nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
339,ME,4,"ProSense hydrostatic submersible level transmitter, 0 to 30 psig (69.2ft of water column) sensing range, 4-20 mA, stainless steel body and polyoxymethylene (POM) ported bullet nose cap, 1/2in male NPT with shielded and vented 100ft cable.",412.0,Process Control & Measurement|Level Sensors & Controllers|Submersible Level Sensors,Automation Direct
339,ME,43,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 25ft cable length, gray. For use with 10/100/1000 Mbps networks.",15.5,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
339,ME,491,16745 METABO DISC 4X1/4X5/8,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
339,ME,114,"CLICK Windows programming and documentation software, CD or free download. For use with CLICK C0 series PLCs.",10.5,Programmable Controllers|CLICK Series PLCs (S...|Programming Software & Cables,Automation Direct
339,ME,570,4-1/2X1/4X7/8 NZ PLUS T27,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
339,ME,548,DC CUTOFF WHEEL 4.5X1/4X7/8 NRTN MTL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
340,ME,1001,"#40 Torx® Equivalent Security 1/4"""" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
340,ME,971,"#10 x 1-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
340,ME,979,"#12 x 3 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
340,ME,429,"Dynabrade® 57799 Vacuum Disc Backing Pad, 5 Holes, 5 in Dia, 5/16-24 Male, Hook Attachment",40.84,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
340,ME,1009,"#10 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
340,ME,350,"Stikit 051131-05545 Regular Disc Backup Pad, 5 in Dia",24.53,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
341,IE,1026,#27 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
341,IE,948,"1/4""-20 x 3-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
341,IE,942,"1/4""-20 x 3-1/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
341,IE,812,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 60""",46.4,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
341,IE,808,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 18""",14.54,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
342,CSC,33,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 10ft cable length, yellow. For use with 10/100/1000 Mbps networks.",9.25,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
342,CSC,472,9X1/4X5/8 NZ PLUS T27 21634 PX,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
342,CSC,56,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 50ft cable length, red. For use with 10/100/1000 Mbps networks.",26.0,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
342,CSC,263,Heavy Duty Hydraulic Shear SH-70250-HD,35995.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
342,CSC,571,4-1/2X1/4X5/8 NZ PLUS T27,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
342,CSC,5,"ProSense hydrostatic submersible level transmitter, 0 to 50 psig (115.3ft of water column) sensing range, 4-20 mA, stainless steel body and polyoxymethylene (POM) ported bullet nose cap, 1/2in male NPT with shielded and vented 140ft cable.",474.0,Process Control & Measurement|Level Sensors & Controllers|Submersible Level Sensors,Automation Direct
343,EE,669,"PVC 50 lb. Duct Pipe - 12",10118.44, Ventilation & Controls|Tube Fans,QC Supply
343,EE,741,Dosatron® Pro EC Meter,65.09,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
343,EE,608,Motomco Jaguar® Place Pacs - 16 lbs.,85.35,"Commercial & Industrial|Pest Control, Rodent, & Insect|Rat & Mouse Bait",QC Supply
343,EE,696,Dosatron® D25RE2 Medicator Repair Parts,5.97,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
343,EE,691,Dosatron® D25F1 Fixed Ratio Injector,314.99,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
343,EE,124,"Productivity1000 discrete output module, 8-point, 3.3-24 VDC, sinking, 1 common(s), 8 point(s) per common, 1A/point. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",35.5,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
343,EE,134,"Productivity1000 analog input module, 4-channel, voltage, 13-bit, input voltage signal range(s) of 0-10 VDC, external 24 VDC required.",69.0,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
343,EE,604,Motomco Mole Killer Original Worm Formula - 8 Pack,24.19,"Commercial & Industrial|Pest Control, Rodent, & Insect|Mole Control",QC Supply
343,EE,159,Baileigh Tube Bender RDB-250,10795.0,Metalworking|Tube & Pipe Benders|Computer Programmable Rotary Draw Benders,Bailiegh Industrial
344,ME,406,"Dynabrade® 50288 Heavy Duty Disc Backing Pad, 4-1/2 in Dia, 5/8-11 Female, Locking Attachment",28.44,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
345,CPE,77,"CLICK Ethernet Analog PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 4-point, DC, Analog Input: 2-channel, current/voltage, Discrete Output: 4-point, sinking, Analog Output: 2-channel, current/voltage.",183.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
345,CPE,985,"#14 x 1-1/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
345,CPE,773,"1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 72""",57.72,"Alloy|Flat|Cold Finished|1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
345,CPE,911,"#12-24 x 2-13/16"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws with Wings, Flat Head with #3 Phillips Drive, #5 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
345,CPE,935,"#12 x 3-5/8"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Flat Head, #2 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
346,ME,805,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 72""",44.94,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
346,ME,826,"3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 36""",45.79,"Alloy|Flat|Cold Finished|3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
346,ME,819,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 48""",54.22,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
346,ME,811,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 48""",37.49,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
346,ME,883,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 48""",71.74,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
346,ME,808,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 18""",14.54,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
346,ME,35,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 14ft cable length, gray. For use with 10/100/1000 Mbps networks.",11.0,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
346,ME,532,9X1/4X5/8 NZ PLUS T27 21634 PX,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
346,ME,554,DC CUTOFF WHEEL 7X1/4X7/8 LL DISC *,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
346,ME,565,DC CUTOFF WHEEL 7X1/4X5/811 FSTCT DISC,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
346,ME,471,7X1/4X5/8 NZ PLUS T27 17881,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
346,ME,878,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - By the Inch",1.83,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
346,ME,482,4-1/2X1/4X5/8-11 A24 TYPE 27 WHEEL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
346,ME,96,"CLICK discrete combo module, Input: 8-point, 24 VDC, sinking/sourcing, Output: 8-point, 5-27 VDC, sinking, 0.1A/point. Removable terminal block included.",60.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|DC I/O,Automation Direct
346,ME,817,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 24""",27.64,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
346,ME,82,"CLICK Ethernet Analog PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 4-point, DC, Analog Input: 4-channel, current, Discrete Output: 4-point, sourcing, Analog Output: 2-channel, current.",183.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
346,ME,556,89097 CUTOFF WHL 7X1/8(3/32)DM GEMINI WL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
346,ME,113,"RHINO DC to DC converter, 9.5-36 VDC input, 24 VDC output, 1.67A, 40W, plastic housing, encapsulated, chassis mount, screw terminal.",71.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Power Supplies,Automation Direct
346,ME,857,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 24""",14.8,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
346,ME,509,61000 4X1/4X5/8 GR WHL A24 T27,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
346,ME,868,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 60""",55.15,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
346,ME,70,"CLICK Ethernet Basic PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 8-point, DC, Discrete Output: 6-point, sourcing.",132.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
347,CSC,400,"Dynabrade® 50155 Non-Vacuum Disc Backing Pad, 5 in Dia, 5/8-11 Female, Hook Attachment",31.21,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
347,CSC,300,"3M 85731 Wood Machine Kit, 5 Pieces",768.01,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
347,CSC,192,10' Rotary Positioning Table for RDB-325 (IDX-10-325-M),4095.0,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Tube Bending Accessories,Bailiegh Industrial
347,CSC,416,"Dynabrade® Dynabug® 56287 Model T Non-Vacuum Backing Pad, 6 in Dia, PSA Attachment, Vinyl",25.67,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
347,CSC,374,"Dynabrade® 53977 Non-Vacuum Conversion Pad, 3-1/2 in Dia, Hook Attachment",5.42,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
347,CSC,236,Plate Roll PR-413,11795.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
347,CSC,260,Hydraulic Sheet Metal Shear SH-5203-HD,26895.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
347,CSC,217,Sheet Metal Brake BB-12014,10295.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
347,CSC,297,Vertical Band Saw BSV-12,3295.0,Metalworking|Saws|Band Saws|Vertical Band Saws,Bailiegh Industrial
347,CSC,288,Gear Driven Dual Miter Band Saw BS-350SA,8395.0,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
347,CSC,159,Baileigh Tube Bender RDB-250,10795.0,Metalworking|Tube & Pipe Benders|Computer Programmable Rotary Draw Benders,Bailiegh Industrial
347,CSC,168,Ring Roller R-M5,495.0,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
347,CSC,415,"Dynabrade® 56274 Vacuum Backing Pad, 5 Holes, 5 in Dia, 5/16-24, PSA Attachment, Urethane/Vinyl Face",30.04,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
347,CSC,223,Hydraulic Box and Pan Brake BB-7210H,22495.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
347,CSC,231,Manual Slip Roll Machine SR-2420M,795.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Slip Rolls",Bailiegh Industrial
347,CSC,248,Hydraulic Medium Duty Shear SH-5214,8295.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
347,CSC,214,Manually Operated Box and Pan (Finger) Brake BB-7212,7695.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
347,CSC,351,"3M 80516 Ribbed Retainer Nut Disc Pad Face Plate, 7 in Dia",27.9,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
348,CE,826,"3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 36""",45.79,"Alloy|Flat|Cold Finished|3/8"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
348,CE,856,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 18""",11.26,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
348,CE,810,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 36""",28.39,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
348,CE,836,"3/8"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 60""",111.65,"Alloy|Flat|Cold Finished|3/8"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
348,CE,783,"1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 12""",15.45,"Alloy|Flat|Cold Finished|1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
348,CE,432,"Dynabrade® 53968 Interface Pad, 6 in Dia, Hook and Loop Attachment, Foam",13.54,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
348,CE,875,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 48""",57.45,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
348,CE,383,"Dynabrade® 54017 Disc Backing Pad, 3/4 in Dia, 1/4-20 Female, Foam/Rubber Face",10.13,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
348,CE,326,"Weiler® 07771P Arbor Adapter, 5/8-11 to M10x1.25",6.05,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
348,CE,856,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 18""",11.26,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
348,CE,806,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - By the Inch",0.96,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
348,CE,421,"Dynabrade® 56320 Vacuum Backing Pad, 44 Holes, 5 in Dia, 5/16-24 Male, Hook Attachment",41.51,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
349,ME,813,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 72""",55.13,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
349,ME,875,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 48""",57.45,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
349,ME,865,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 24""",22.72,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
349,ME,959,"#8 x 1-5/8"" Fiber Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
349,ME,1021,"#9 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
349,ME,811,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 48""",37.49,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
349,ME,856,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 18""",11.26,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
349,ME,1022,#10 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
349,ME,888,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 18""",34.24,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
349,ME,763,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 48""",32.2,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
349,ME,808,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 18""",14.54,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
349,ME,752,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 18""",14.56,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
349,ME,842,"3/8"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 36""",69.86,"Alloy|Flat|Cold Finished|3/8"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
349,ME,943,"1/4""-20 x 3-1/4"" Torx Self-Drilling Screws with Wings - Wood to Metal Reamers, #4 Point, T27 Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
349,ME,903,"#8-18 x 1"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Pan Head with #2 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
349,ME,1034,"#15 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
349,ME,1035,"#20 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
